id_str,created_at,full_text(utf-8)
1309551742275600386,2020-09-25 17:54:00,b'\xec\xb9\xa9\xeb\x84\x90 \xed\x9b\x84 \xec\x95\xbd\xea\xb0\x84 \xea\xb5\x90\xec\x9e\xa5\xec\x8c\xa4 \xed\x9b\x88\xed\x99\x94 \xeb\xa7\x90\xec\x94\x80 \xec\xb2\x98\xeb\x9f\xbc \xeb\xb4\x90\xec\x95\xbc\xed\x95\xa8. \xed\x94\xbc\xea\xb0\x80 \xeb\x90\x98\xea\xb3\xa0 \xec\x82\xb4\xec\x9d\xb4 \xeb\x90\x98\xeb\x8a\x94 \xeb\xb6\x80\xeb\xb6\x84\xec\x9d\x80 \xeb\xb6\x84\xeb\xaa\x85\xed\x9e\x88 \xec\x9e\x88\xec\xa7\x80\xeb\xa7\x8c!!- \xec\x84\xa4\xec\xa0\x95 \xeb\xb0\x98\xec\x9d\x80 \xed\x9d\x98\xeb\xa0\xa4\xeb\x93\xa4\xec\x96\xb4\xec\x95\xbc...\xea\xb7\xb8 \xec\x84\xa4\xec\xa0\x95 \xeb\x8b\xa4 \xec\xa3\xbc\xec\x9b\x8c\xeb\xa8\xb9\xeb\x8b\xa4\xea\xb0\x84 \xed\x83\x88\xeb\x8d\x95 \xeb\xa7\x88\xeb\xa0\xa4\xec\x9b\x80...'
1309551742263189504,2020-09-25 17:54:00,"b'RT @Calvo_estro: Nimeona Tala wamenitext, Hi handsome, save for save \xe2\x9d\xa4\xef\xb8\x8f. Mbona mniite handsome lakini\xf0\x9f\x99\x84\xf0\x9f\x99\x84 ata hio deni sasa sitalipa.\xf0\x9f\x98\xa9\xf0\x9f\x98\x82\xf0\x9f\x92\x94'"
1309551742066012163,2020-09-25 17:54:00,b'RT @wilbvrs: @BarackObama hi obama'
1309551741709561858,2020-09-25 17:54:00,"b'@DMN4ever Pearl speaking, hello \xf0\x9f\x8c\x9a or some cold ""hi"".'"
1309551741554352128,2020-09-25 17:54:00,b'@LAWTRAFALGARS hi'
1309551740606246912,2020-09-25 17:53:59,b'@chansook_W LUH STALKER HAHAHAHA HI FAN HAHAHAHAHAHAHA'
1309551739612229632,2020-09-25 17:53:59,b'@GUCCIEGO HI ILL BE UR FRIEND'
1309551739553681415,2020-09-25 17:53:59,"b""RT @LlonchRamon: Bon divendres a tots aquells que voleu con\xc3\xa8ixer i visitar el nostre pa\xc3\xads. L'indret d'avui, \xc3\xa9s molt facil, per\xc3\xb2 val la pena\xe2\x80\xa6"""
1309551739532578817,2020-09-25 17:53:59,b'RT @KTH_News: Hi \xf0\x9f\x91\x8b Don\xe2\x80\x99t we all wish we could actually say hello to Tae in person? \xf0\x9f\xa5\xba\n\nhttps://t.co/YSNS2WPStZ'
1309551739025014784,2020-09-25 17:53:59,"b'Vijay , Jadhav , gayakwad ko nikalo bc.\nVijay ko next match me khilaya to match hi nahi dekuga. \xf0\x9f\x98\x9e'"
1309551738966376451,2020-09-25 17:53:59,b'RT @AwakenedAdam: @PositiveAbraham @coffeecup1111 Hi Patriots. I would love some more followers to share the news with . I will follow ever\xe2\x80\xa6'
1309551738563764224,2020-09-25 17:53:59,b'RT @apereirasole: Barrera no va fer aquesta afirmaci\xc3\xb3. \xc3\x89s mentida. Ras i curt. A les respostes al tuit hi ha el text que recull les paraule\xe2\x80\xa6'
1309551738140209152,2020-09-25 17:53:59,"b""@KatieJayne81 Hi Katie, thanks for getting in touch with us. We're sorry to hear that you've received the wring items. We need some more info from you so that we can look into this \xe2\x80\x93 use our Helpbot by sending us a DM and we\xe2\x80\x99ll get back to you ASAP."""
1309551737045430274,2020-09-25 17:53:59,b'@kinda7a @faridfarahatt @amatmaya @crybabykanzy @youssefomarr1 @omarabobakrrr Nadine hi'
1309551736563085316,2020-09-25 17:53:58,b'RT @wrldofwhorecrft: Hi babies I made a depop! I\xe2\x80\x99m going to be adding a lot more stuff soon and maybe eventually hand drawn tees so maybe f\xe2\x80\xa6'
1309551736126943232,2020-09-25 17:53:58,b'@BLACKPINKFML @MaxwellsHouse @BLACKPINK @selenagomez @Z100NewYork Hi @MaxwellsHouse could please say #IceCream by @BLACKPINK &amp; @selenagomez on @Z100NewYork. We would appreciate it very much. You have a good day \xf0\x9f\x98\x83'
1309551735447285761,2020-09-25 17:53:58,b'@purple_zone_ hi defa'
1309551734591754240,2020-09-25 17:53:58,"b""RT @ksksksksksoojin: SUSAN WASN'T KIDDING THEY DID GET CASTED https://t.co/wjJiL4nhwU"""
1309551734058921984,2020-09-25 17:53:58,b'RT @SINBLAIRE: hi hello hindi bago sa rp at syempre hindi rin bagong account. gusto ko lang ng new moots at new friends kasi potayawa na sh\xe2\x80\xa6'
1309551733874466817,2020-09-25 17:53:58,b'@AidenRS139 I just heard someone fall and they said hi'
1309551733232865280,2020-09-25 17:53:58,b'RT @wasteofenamel: Hi this is a survival/transition fund. All the money is going toward stability as I move from one home to another. At th\xe2\x80\xa6'
1309551732834394112,2020-09-25 17:53:58,b'RT @depressiverHS: hi\nSuche vor\xc3\xbcbergehend (1 Monat ca) home in N\xc3\xa4he n\xc3\xbcrnberg/bayern weil meine eltern mich rausgeschmissen haben \n\nAbt me:\xe2\x80\xa6'
1309551732599533575,2020-09-25 17:53:58,b'@PattiBr98933893 @SKID1144 @Nelidarojasb2 @PattiBrookd @LoveDarkLove @WomanMother1 @PolishRoyalGoat @Lunarteddy @AmiraWalla2 @YUcuoDydRuZKyT3 @19marino74 @SUDEBBI88994521 @TheLadyDyan @SolyMar66091744 @CaroHasim @YYOOUUSSU @EjazNoorii @arshadk90774920 @AlexandraDeuts5 @Guyatt671 @TINAEN5 @Swizzle69466641 @TeresaR86980558 @Alexa17101614 @Samanta33533076 @Carlaxa63784237 @FaouSouma @Titas37 @saulastam @Kamel11821020 @Sami65162544 @SergioA60798547 @EllenAiden @m_studart @scarlettzyp6411 @koliberki @SusanRizzo12 @Ponchda9 @LudmilaKliegl @jrmtm50 @Mariam44115072 @HassanGafour @GuidoTarik @ManishP60508798 @KamellMel @ZABUTARIQ @LuisMiguelClav1 @robtropper @KaradayiTuran @GoravKavyansh Hi'
1309551731316084739,2020-09-25 17:53:57,"b'Hi hi everyone I rebranded, I was @ZilliaxTFT now I am @PyroTFT on twitter and twitch!!\n\nTy ty @dark_sylvia for the pfp agontfHi'"
1309551730787586048,2020-09-25 17:53:57,"b""@annabelmia @pilarcarracelas N'hi ha?"""
1309551730632216576,2020-09-25 17:53:57,"b'RT @techno_kavi: @suchetaghoshal @DocDre @gleemie @asbruckman @mariamnotmiriam @ruchowdh Also, science, tech and race (STAR) has been taugh\xe2\x80\xa6'"
1309551730200375296,2020-09-25 17:53:57,"b'Hi @LeslieOnAir, I would love to hear #HOLY\xc2\xa0\xef\xbf\xbc\xc2\xa0\xc2\xa0 by @justinbieber on your station! Thank you\xf0\x9f\x92\x99'"
1309551729957113859,2020-09-25 17:53:57,b'@Luis_PrietoH Hi Luis! Happy Friday! Can you follow me so I can send you a DM regarding #AdobeEduCreative? :)'
1309551729764167681,2020-09-25 17:53:57,b'RT @ceIini: hi https://t.co/FFnmh6N3Vq'
1309551729290039296,2020-09-25 17:53:57,b'@shammakaira @Janhavi91554884 Vo toh hai hi\xf0\x9f\x98\x8c\xf0\x9f\xa4\xa3 iski photo dekhkar kon reply krega.\xf0\x9f\x98\x8c'
1309551729218924547,2020-09-25 17:53:57,b'@kathryng hi queen are you going live tonight? if so what time?'
1309551728920911877,2020-09-25 17:53:57,b'@taegisddaeng hi'
1309551728635904000,2020-09-25 17:53:57,"b'hi pigs and sugar daddies, dm me'"
1309551727755038728,2020-09-25 17:53:56,b'RT @sdiorr_: anyways hi :) https://t.co/4DL5qnAfEO'
1309551726517723137,2020-09-25 17:53:56,b'@sulachi11 @sidharth_shukla \xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x98\xa6\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad haye ab isme se kuch toh aaj khana hi padega ab aur nahi https://t.co/bhwfhk0UOK'
1309551726358401025,2020-09-25 17:53:56,b'@LEXONATORR hi'
1309551726257553408,2020-09-25 17:53:56,b'RT @lovsickrose: hi! im a new armyblink acc and im trying to find new moots \xf0\x9f\xa5\xba'
1309551725498556418,2020-09-25 17:53:56,b'Hi yes can I have a small Travis Scott meal with a strawberry milk'
1309551725305565184,2020-09-25 17:53:56,"b'@kevwasp @waspsfee Hi Fiona, Happy Birthday I hope you are having a lovely day \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbb'"
1309551725234200576,2020-09-25 17:53:56,b'@The_veenaD @RoflGandhi_ Hahhaha dekhna hi nahi'
1309551725116829698,2020-09-25 17:53:56,"b'@AlanDersh @216 Hi Alan - what does the law say when mail votes will be held up, lost, ballots harvested ? Asking for a friend \xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f he also said he would concede to a fair election.'"
1309551724537851905,2020-09-25 17:53:56,b'@RyanDaGhost @FariasKendall @Gabriel43551133 @Fate_Craig @FallGuysGame lmfaoooo middle school. tell your math teacher i said hi. i remember when i was in middle school.'
1309551724525432833,2020-09-25 17:53:56,"b""@ChickenCharm oh no i'm so embarassed i said hi oh no aaaaaaaaaaa"""
1309551724500262918,2020-09-25 17:53:56,b'@cake_hoarder Hi https://t.co/C6PswaoAqk'
