date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-09-04 17:37:20,realDonaldTrump,GLFOP,7775,24105,90794,"A GREAT HONOR, THANK YOU!",,,,1301937404991987713,https://twitter.com/realDonaldTrump/status/1301937404991987713
2020-09-04 02:36:58,realDonaldTrump,,7579,16005,86458,"..Country, had to be approved by me, as President, & I did so without hesitation or complaint. Quite the contrary, I felt it was well deserved. I even sent Air Force One to bring his body, in casket, from Arizona to Washington. It was my honor to do so. Also, I never called..",,,,1301710818267074560,https://twitter.com/realDonaldTrump/status/1301710818267074560
2020-09-04 02:36:58,realDonaldTrump,,29125,23997,113571,"I was never a big fan of John McCain, disagreed with him on many things including ridiculous endless wars and the lack of success he had in dealing with the VA and our great Vets, but the lowering of our Nations American Flags, and the first class funeral he was given by our....",,,,1301710816979357697,https://twitter.com/realDonaldTrump/status/1301710816979357697
2020-09-03 21:22:52,realDonaldTrump,,7405,13421,58900,"I’m going to Latrobe, Pennsylvania, the home of the late, great Arnold Palmer - There was nobody like him. I got to know Arnold well, played golf with him, and miss him. See you tonight in Latrobe!",,,,1301631770975232003,https://twitter.com/realDonaldTrump/status/1301631770975232003
2020-09-03 18:27:10,realDonaldTrump,,39431,56178,279529,"Nancy Pelosi says she got “set up” by a Beauty Parlor owner. Maybe the Beauty Parlor owner should be running the House of Representatives instead of Crazy Nancy?",,,,1301587555301896194,https://twitter.com/realDonaldTrump/status/1301587555301896194
2020-09-03 17:20:36,realDonaldTrump,,35617,41804,189598,"Crazy Nancy Pelosi said she was “set up” by the beauty parlor owner when she improperly had the salon opened (and didn’t wear a MASK!). Does anyone want a Speaker of the House who can be so easily SET UP?",,,,1301570802551324672,https://twitter.com/realDonaldTrump/status/1301570802551324672
2020-09-03 14:32:35,realDonaldTrump,,0,0,0,"....after you Vote, which it should not, that Ballot will not be used or counted in that your vote has already been cast & tabulated. YOU ARE NOW ASSURED THAT YOUR PRECIOUS VOTE HAS BEEN COUNTED, it hasn’t been “lost, thrown out, or in any way destroyed”. GOD BLESS AMERICA!!!",,,,1301528522582786049,https://twitter.com/realDonaldTrump/status/1301528522582786049
2020-09-03 12:38:03,realDonaldTrump,,34807,43850,180324,"Governors Andrew Cuomo of New York has the worst record on death and China Virus. 11,000 people alone died in Nursing Homes because of his incompetence!",,,,1301499699069882368,https://twitter.com/realDonaldTrump/status/1301499699069882368
2020-09-02 20:05:43,realDonaldTrump,,62687,55620,306927,"The Dow Jones Industrial just closed above 29,000! You are so lucky to have me as your President With Joe Hiden’ it would crash ",,,,1301249968091455488,https://twitter.com/realDonaldTrump/status/1301249968091455488
2020-09-02 20:03:06,realDonaldTrump,,5922,20878,87251,"THANK YOU NORTH CAROLINA!",,,,1301249311120924672,https://twitter.com/realDonaldTrump/status/1301249311120924672
2020-09-02 19:52:45,realDonaldTrump,,17860,25416,78075,"Can you believe what’s happening!? They give Joe Hiden’ the questions, and he reads them an answer!",,,,1301246706525241346,https://twitter.com/realDonaldTrump/status/1301246706525241346
2020-09-02 17:34:23,realDonaldTrump,,10501,17375,133147,"Will be landing shortly in the Great State of North Carolina. See you soon!",,,,1301211884759199746,https://twitter.com/realDonaldTrump/status/1301211884759199746
2020-09-02 16:34:18,realDonaldTrump,,23274,34043,140006,"When a Kennedy loses a Democrat Primary in Massachusetts, by a lot, it just shows how far LEFT that party has gone. Joe Hiden’ will never be able to hold them back. Life, 2nd A, Energy, Religion, Jobs and the Economy, would be totally obliterated!",,,,1301196763769057282,https://twitter.com/realDonaldTrump/status/1301196763769057282
2020-09-02 14:28:22,realDonaldTrump,,12721,17114,93071,"Will soon be heading to Wilmington, North Carolina, and then will be going to Battleship North Carolina. Look forward to seeing all of my friends!",,,,1301165073583534081,https://twitter.com/realDonaldTrump/status/1301165073583534081
2020-09-02 14:24:16,realDonaldTrump,,17561,32912,182340,"2016 was AMAZING, but we never had this kind of ENTHUSIASM!",,,,1301164041935749125,https://twitter.com/realDonaldTrump/status/1301164041935749125
2020-09-02 14:22:56,realDonaldTrump,,33017,28940,132017,"We had FAR more people (many millions) watching us at the RNC than did Sleepy Joe and the DNC, and yet an ad just ran saying the opposite. This is what we’re up against. Lies. But we will WIN!",,,,1301163707540660224,https://twitter.com/realDonaldTrump/status/1301163707540660224
2020-09-05 03:56:48,realDonaldTrump,FLOTUS,8969,19901,106325,"Thank you to our wonderful First Lady!",,,,1302093297410805760,https://twitter.com/realDonaldTrump/status/1302093297410805760
2020-09-05 03:19:24,realDonaldTrump,,27522,21789,61027,"Jennifer Griffin of Fox News Did Not Confirm ‘Most Salacious‘ Part of Atlantic Story https://www.breitbart.com/2020-election/2020/09/04/jennifer-griffin-of-fox-news-did-not-confirm-most-salacious-part-of-atlantic-story/ via @BreitbartNews All refuted by many witnesses. Jennifer Griffin should be fired for this kind of reporting. Never even called us for comment. @FoxNews is gone!",,@BreitbartNews @FoxNews,,1302083885384249344,https://twitter.com/realDonaldTrump/status/1302083885384249344
2020-09-04 18:49:55,realDonaldTrump,,15750,25802,119182,"THANK YOU! #MAGA",,,#MAGA,1301955669130727424,https://twitter.com/realDonaldTrump/status/1301955669130727424
2020-09-04 16:42:02,realDonaldTrump,,3166,16493,71451,"Congratulations to @predsednikrs Vucic for announcing the move of Serbia’s Embassy to Jerusalem by July. It is a brave and historic move!",,@predsednikrs,,1301923485225230337,https://twitter.com/realDonaldTrump/status/1301923485225230337
2020-09-04 16:34:27,realDonaldTrump,,3023,16439,70820,"Another day everyone thought would be impossible! Congratulations to @predsednikrs Vucic of Serbia and PM @Avdullah Hoti of Kosovo on committing to #EconomicNormalization! This is a major step forward...",,@predsednikrs @Avdullah,#EconomicNormalization,1301921579828469761,https://twitter.com/realDonaldTrump/status/1301921579828469761
2020-09-04 13:04:55,realDonaldTrump,,25767,40999,186243,"Great Jobs Numbers! 1.37 Million Jobs Added In August. Unemployment Rate Falls To 8.4% (Wow, much better than expected!). Broke the 10% level faster and deeper than thought possible.",,,,1301868845678952448,https://twitter.com/realDonaldTrump/status/1301868845678952448
2020-09-04 03:40:54,realDonaldTrump,,25725,30860,144898,"Why aren’t the Portland Police ARRESTING the cold blooded killer of Aaron “Jay” Danielson. Do your job, and do it fast. Everybody knows who this thug is. No wonder Portland is going to hell! @TheJusticeDept @FBI",,@TheJusticeDept @FBI,,1301726907298385921,https://twitter.com/realDonaldTrump/status/1301726907298385921
2020-09-03 15:12:42,realDonaldTrump,,21432,23751,119641,".@FoxNews Polls are, as in the past, Fake News. They have been from the beginning, way off in 2016. Get a new pollster. I believe we are leading BIG!",,@FoxNews,,1301538617005875201,https://twitter.com/realDonaldTrump/status/1301538617005875201
2020-09-03 00:40:51,realDonaldTrump,,11700,28920,104716,"Thank you Michele!",,,,1301319207255187456,https://twitter.com/realDonaldTrump/status/1301319207255187456
2020-09-02 13:28:31,realDonaldTrump,,14112,29276,118460,"The Beauty Parlor owner must really dislike Crazy Nancy Pelosi. Turning her in, on tape, is a really big deal. She probably treats him like she treats everyone else...And she strongly supported a Kennedy who just lost in, of all places, Massachusetts!",,,,1301150012194332672,https://twitter.com/realDonaldTrump/status/1301150012194332672
2020-09-02 13:22:01,realDonaldTrump,,15354,21641,91184,"Joe Biden is a Low Energy Candidate the likes of which we have never seen before. The last thing our country needs is a Low Energy Individual, especially when surrounded by High Energy Chess Players scattered all over the world. He’s back in his basement now - no schedule!",,,,1301148373916024832,https://twitter.com/realDonaldTrump/status/1301148373916024832
